Year,State,Continuum of Care (CoC),CoC Name,CoC Award Amount,,,,,,
2019,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,277591,3,2,0.666666667,1,1,1
2019,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,365487,299,241,0.806020067,10,10,1
2019,FL,Pasco County CoC,FL-519,1281554,932,740,0.793991416,153,152,0.993464052
2019,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,540839,691,290,0.419681621,137,131,0.95620438
2019,FL,Miami-Dade County CoC,FL-600,32867600,5073,2889,0.569485512,3716,3685,0.991657696
2019,FL,Ft Lauderdale/Broward County CoC,FL-601,11362648,3812,1641,0.430482686,894,870,0.973154362
2019,FL,Punta Gorda/Charlotte County CoC,FL-602,266960,336,266,0.791666667,97,94,0.969072165
2019,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,1825537,1094,571,0.521937843,143,115,0.804195804
2019,FL,Monroe County CoC,FL-604,515579,944,443,0.469279661,221,211,0.954751131
2019,FL,West Palm Beach/Palm Beach County CoC,FL-605,5656703,1393,963,0.691313711,1094,1051,0.960694698
2019,FL,Naples/Collier County CoC,FL-606,399823,33,24,0.727272727,15,15,1
2019,GA,Atlanta CoC,GA-500,7701216,8257,2712,0.328448589,2141,2018,0.94255021
2019,GA,Georgia Balance of State CoC,GA-501,18905191,6681,3941,0.589881754,2809,2624,0.934140263
2019,GA,Fulton County CoC,GA-502,2430457,914,572,0.625820569,345,320,0.927536232
2019,GA,Athens-Clarke County CoC,GA-503,715218,482,241,0.5,124,119,0.959677419
2019,GA,Augusta-Richmond County CoC,GA-504,635710,1038,270,0.260115607,28,26,0.928571429
2019,GA,Columbus-Muscogee CoC,GA-505,1610376,579,353,0.609671848,103,85,0.825242718
2019,GA,Marietta/Cobb County CoC,GA-506,2250609,1480,602,0.406756757,130,124,0.953846154
2019,GA,Savannah/Chatham County CoC,GA-507,3383018,1100,311,0.282727273,691,678,0.981186686
2019,GA,DeKalb County CoC,GA-508,5803531,1004,727,0.724103586,1544,1521,0.985103627
2019,GU,Guam CoC,GU-500,1170412,597,227,0.380234506,90,88,0.977777778
2019,HI,Hawaii Balance of State CoC,HI-500,2667935,1609,972,0.604101927,256,231,0.90234375
2019,HI,Honolulu City and County CoC,HI-501,10249234,3888,2270,0.583847737,999,949,0.94994995
2019,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,747036,284,225,0.792253521,9,9,1
2019,IA,Iowa Balance of State CoC,IA-501,5571658,5240,2762,0.527099237,286,267,0.933566434
2019,IA,Des Moines/Polk County CoC,IA-502,3631979,3090,861,0.278640777,644,621,0.964285714
2019,ID,Boise/Ada County CoC,ID-500,1146029,954,181,0.189727463,376,368,0.978723404
2019,ID,Idaho Balance of State CoC,ID-501,3310283,1614,1188,0.73605948,454,419,0.922907489
2019,IL,McHenry County CoC,IL-500,964871,255,173,0.678431373,27,25,0.925925926
2019,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",IL-501,2200682,1605,302,0.188161994,584,558,0.955479452
2019,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,2593489,859,509,0.592549476,207,201,0.971014493
2019,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,723261,536,137,0.255597015,76,73,0.960526316
2019,IL,Madison County CoC,IL-504,1869154,303,229,0.755775578,106,99,0.933962264
2019,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,4609607,1080,244,0.225925926,289,283,0.979238754
2019,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,1829851,1396,527,0.377507163,312,309,0.990384615
2019,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,3662079,436,290,0.665137615,232,227,0.978448276
2019,IL,Chicago CoC,IL-510,76142315,12811,2894,0.225899618,6714,6523,0.971551981
2019,IL,Cook County CoC,IL-511,13403353,1757,592,0.336937962,1424,1364,0.957865169
2019,IL,Bloomington/Central Illinois CoC,IL-512,1000335,778,309,0.397172237,72,70,0.972222222
2019,IL,Springfield/Sangamon County CoC,IL-513,402128,997,270,0.270812437,89,84,0.943820225
2019,IL,DuPage County CoC,IL-514,5136314,1012,309,0.305335968,381,361,0.947506562
2019,IL,South Central Illinois CoC,IL-515,1061142,631,361,0.572107765,48,48,1
2019,IL,Decatur/Macon County CoC,IL-516,869146,67,55,0.820895522,64,64,1
2019,IL,"Aurora, Elgin/Kane County CoC",IL-517,1909460,1530,294,0.192156863,112,112,1
2019,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,776138,720,389,0.540277778,42,35,0.833333333
2019,IL,West Central Illinois CoC,IL-519,645899,439,201,0.45785877,85,78,0.917647059
2019,IL,Southern Illinois CoC,IL-520,1133472,608,213,0.350328947,83,78,0.939759036
2019,IN,Indiana Balance of State CoC,IN-502,18346413,7183,2777,0.386607267,2163,2031,0.938973648
2019,IN,Indianapolis CoC,IN-503,7066690,7458,1435,0.192410834,977,935,0.957011259
2019,KS,Wichita/Sedgwick County CoC,KS-502,2694231,2468,802,0.324959481,504,455,0.902777778
2019,KS,Topeka/Shawnee County CoC,KS-503,1754485,49,21,0.428571429,572,551,0.963286713
2019,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,727890,161,122,0.757763975,28,25,0.892857143
2019,KS,Kansas Balance of State CoC,KS-507,2592210,1422,636,0.447257384,199,176,0.884422111
2019,KY,Kentucky Balance of State CoC,KY-500,11334495,3345,1775,0.53064275,780,748,0.958974359
2019,KY,Louisville-Jefferson County CoC,KY-501,11049588,4478,762,0.170165252,1556,1511,0.971079692
2019,KY,Lexington-Fayette County CoC,KY-502,2069653,3207,671,0.20922981,354,343,0.968926554
2019,LA,Lafayette/Acadiana CoC,LA-500,2847843,665,525,0.789473684,155,153,0.987096774
2019,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,4010656,1208,433,0.358443709,237,219,0.924050633
2019,LA,New Orleans/Jefferson Parish CoC,LA-503,22728831,2555,1969,0.770645793,3243,3178,0.97995683
2019,LA,Monroe/Northeast Louisiana CoC,LA-505,1847632,218,168,0.770642202,65,59,0.907692308
2019,LA,Slidell/Southeast Louisiana CoC,LA-506,2647157,454,298,0.656387665,270,258,0.955555556
2019,LA,Alexandria/Central Louisiana CoC,LA-507,732556,311,264,0.848874598,51,48,0.941176471
2019,LA,Louisiana Balance of State CoC,LA-509,20125458,1980,980,0.494949495,354,344,0.971751412
2019,MA,Boston CoC,MA-500,31723357,8330,2275,0.273109244,3461,3296,0.952325917
2019,MA,Lynn CoC,MA-502,2297466,326,145,0.444785276,226,226,1
2019,MA,Cape Cod Islands CoC,MA-503,1938900,554,180,0.324909747,228,207,0.907894737
2019,MA,Springfield/Hampden County CoC,MA-504,4229898,3529,1732,0.490790592,718,678,0.944289694
2019,MA,New Bedford CoC,MA-505,1793295,322,148,0.459627329,233,227,0.974248927
2019,MA,Worcester City & County CoC,MA-506,6792560,2882,941,0.326509368,800,778,0.9725
2019,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,1808722,1195,362,0.30292887,253,228,0.901185771
2019,MA,Cambridge CoC,MA-509,4994743,1315,151,0.114828897,335,329,0.982089552
2019,MA,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,1826756,654,233,0.356269113,200,197,0.985
2019,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,6878921,2828,1069,0.378005658,799,784,0.981226533
2019,MA,Fall River CoC,MA-515,1832924,556,260,0.467625899,45,43,0.955555556
2019,MA,Massachusetts Balance of State CoC,MA-516,13438107,2862,1244,0.434661076,822,775,0.942822384
2019,MA,"Attleboro, Taunton/Bristol County CoC",MA-519,843063,225,117,0.52,49,49,1
2019,MD,Cumberland/Allegany County CoC,MD-500,625121,80,68,0.85,29,27,0.931034483
2019,MD,Baltimore CoC,MD-501,22639730,4531,1243,0.274332377,2496,2424,0.971153846
2019,MD,Harford County CoC,MD-502,914622,,128,NA,121,116,0.958677686
2019,MD,Annapolis/Anne Arundel County CoC,MD-503,2385199,721,377,0.522884882,341,330,0.967741935
2019,MD,Howard County CoC,MD-504,984426,284,184,0.647887324,133,125,0.939849624
2019,MD,Baltimore County CoC,MD-505,2853973,1665,1412,0.848048048,252,251,0.996031746
2019,MD,Carroll County CoC,MD-506,408642,218,117,0.536697248,34,34,1
2019,MD,Cecil County CoC,MD-507,228213,197,134,0.680203046,23,23,1
2019,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,2852219,767,428,0.558018253,311,304,0.977491961
2019,MD,Frederick City & County CoC,MD-509,617594,59,41,0.694915254,4,3,0.75
2019,MD,Garrett County CoC,MD-510,229819,146,125,0.856164384,8,2,0.25
2019,MD,Mid-Shore Regional CoC,MD-511,757156,549,288,0.524590164,89,89,1
2019,MD,Hagerstown/Washington County CoC,MD-512,519913,249,160,0.642570281,99,93,0.939393939
2019,MD,"Wicomico, Somerset, Worcester Counties CoC",MD-513,1413559,921,252,0.273615635,232,228,0.982758621
2019,MD,Prince George's County CoC,MD-600,6079178,1092,618,0.565934066,439,429,0.977220957
2019,MD,Montgomery County CoC,MD-601,8930720,1672,580,0.346889952,1436,1420,0.988857939
2019,ME,Maine Statewide CoC,ME-500,13792998,4771,1985,0.416055334,2636,2543,0.964719272
2019,MI,Michigan Balance of State CoC,MI-500,9303379,6088,3523,0.578679369,389,351,0.902313625
2019,MI,Detroit CoC,MI-501,27280221,5978,2769,0.463198394,2326,2297,0.987532244
2019,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,5281409,542,324,0.597785978,356,355,0.997191011
2019,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,1696753,988,447,0.45242915,74,72,0.972972973
2019,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,6295287,1441,804,0.557945871,641,635,0.990639626
2019,MI,Flint/Genesee County CoC,MI-505,2168179,1551,1095,0.705996132,191,179,0.937172775
2019,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,6868810,4196,1278,0.304575786,871,843,0.967853042
2019,MI,"Portage, Kalamazoo City & County CoC",MI-507,1566257,693,294,0.424242424,221,215,0.972850679
2019,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,2848116,2286,1023,0.447506562,369,350,0.948509485
2019,MI,Washtenaw County CoC,MI-509,6225899,1074,548,0.510242086,443,434,0.979683973
2019,MI,Saginaw City & County CoC,MI-510,2148310,1322,706,0.534039334,256,245,0.95703125
2019,MI,Lenawee County CoC,MI-511,110262,603,122,0.202321725,7,7,1
2019,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,1329117,347,142,0.409221902,164,159,0.969512195
2019,MI,"Marquette, Alger Counties CoC",MI-513,125725,209,129,0.61722488,22,22,1
2019,MI,Battle Creek/Calhoun County CoC,MI-514,240887,925,392,0.423783784,8,8,1
2019,MI,Monroe City & County CoC,MI-515,137413,823,443,0.538274605,14,14,1
2019,MI,"Norton Shores, Muskegon City & County CoC",MI-516,617175,1065,489,0.45915493,112,107,0.955357143
2019,MI,Jackson City & County CoC,MI-517,870459,695,298,0.428776978,60,60,1
2019,MI,Livingston County CoC,MI-518,230486,450,81,0.18,14,14,1
2019,MI,Holland/Ottawa County CoC,MI-519,1292064,951,441,0.463722397,109,107,0.981651376
2019,MI,Eaton County CoC,MI-523,1016964,448,417,0.930803571,42,42,1
2019,MN,Minneapolis/Hennepin County CoC,MN-500,13516105,7135,1618,0.226769446,5721,5350,0.935151197
2019,MN,Saint Paul/Ramsey County CoC,MN-501,6806892,2710,506,0.186715867,2436,2283,0.937192118
2019,MN,Rochester/Southeast Minnesota CoC,MN-502,2311541,741,502,0.677462888,748,704,0.941176471
2019,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,4020020,1090,423,0.388073394,943,837,0.887592789
2019,MN,Northeast Minnesota CoC,MN-504,463344,399,280,0.701754386,171,150,0.877192982
2019,MN,St. Cloud/Central Minnesota CoC,MN-505,1649942,1535,728,0.474267101,460,442,0.960869565
2019,MN,Northwest Minnesota CoC,MN-506,707636,688,371,0.539244186,483,424,0.877846791
2019,MN,Moorhead/West Central Minnesota CoC,MN-508,948825,841,323,0.384066587,620,589,0.95
2019,MN,Duluth/St.Louis County CoC,MN-509,3262299,1216,395,0.324835526,937,849,0.906083244
2019,MN,Southwest Minnesota CoC,MN-511,1112663,456,326,0.714912281,182,163,0.895604396
2019,MO,St. Louis County CoC,MO-500,2089196,1313,608,0.463061691,410,399,0.973170732
2019,MO,St.Louis City CoC,MO-501,12602939,2405,1230,0.511434511,1740,1706,0.98045977
2019,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,429294,463,237,0.51187905,76,70,0.921052632
2019,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,1042632,1071,355,0.33146592,123,120,0.975609756
2019,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,596816,307,270,0.879478827,140,139,0.992857143
2019,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1590352,608,55,0.090460526,188,182,0.968085106
2019,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,14678050,1799,1013,0.563090606,1823,1762,0.966538673
2019,MO,Missouri Balance of State CoC,MO-606,5056332,2404,1307,0.543677205,1017,961,0.944936087
2019,MP,Northern Mariana Islands CoC,MP-500,13983,34,22,0.647058824,0,0,NA
2019,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,1489445,1386,425,0.306637807,246,192,0.780487805
2019,MS,Mississippi Balance of State CoC,MS-501,3088029,1330,920,0.691729323,151,129,0.854304636
2019,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,847930,531,468,0.881355932,59,53,0.898305085
2019,MT,Montana Statewide CoC,MT-500,2573182,1062,791,0.744821092,106,97,0.91509434
2019,NC,Winston-Salem/Forsyth County CoC,NC-500,2235705,1389,619,0.445644348,80,77,0.9625
2019,NC,Asheville/Buncombe County CoC,NC-501,1406554,576,340,0.590277778,250,241,0.964
2019,NC,Durham City & County CoC,NC-502,1522268,942,562,0.596602972,353,337,0.954674221
2019,NC,North Carolina Balance of State CoC,NC-503,8941246,5900,2591,0.439152542,1225,1206,0.984489796
2019,NC,"Greensboro, High Point CoC",NC-504,2134339,1560,610,0.391025641,132,125,0.946969697
2019,NC,Charlotte/Mecklenberg CoC,NC-505,4771863,3486,1822,0.522662077,1023,969,0.947214076
2019,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,699688,776,384,0.494845361,108,105,0.972222222
2019,NC,Raleigh/Wake County CoC,NC-507,3436755,3622,848,0.234124793,567,553,0.975308642
2019,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,788859,533,319,0.598499062,67,67,1
2019,NC,Fayetteville/Cumberland County CoC,NC-511,731891,225,168,0.746666667,78,78,1
2019,NC,Chapel Hill/Orange County CoC,NC-513,723974,197,70,0.355329949,51,51,1
2019,NC,Northwest North Carolina CoC,NC-516,354661,278,84,0.302158273,46,44,0.956521739
2019,ND,North Dakota Statewide CoC,ND-500,2058043,2023,793,0.391992091,422,379,0.898104265
2019,NE,Nebraska Balance of State CoC,NE-500,2107373,2394,1173,0.489974937,110,101,0.918181818
2019,NE,"Omaha, Council Bluffs CoC",NE-501,4630609,5169,1567,0.303153415,540,512,0.948148148
2019,NE,Lincoln CoC,NE-502,2479264,1631,394,0.241569589,211,197,0.933649289
2019,NH,New Hampshire Balance of State CoC,NH-500,4589707,2020,1024,0.506930693,422,411,0.973933649
2019,NH,Manchester CoC,NH-501,1503148,1523,325,0.213394616,344,317,0.921511628
2019,NH,Nashua/Hillsborough County CoC,NH-502,1981250,485,157,0.32371134,244,233,0.954918033
2019,NJ,Atlantic City & County CoC,NJ-500,590105,2462,1083,0.439886271,136,130,0.955882353
2019,NJ,Bergen County CoC,NJ-501,5480285,727,321,0.441540578,376,372,0.989361702
2019,NJ,Burlington County CoC,NJ-502,515342,1382,334,0.241678726,183,143,0.781420765
2019,NJ,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,3651993,3634,984,0.270776004,664,642,0.96686747
2019,NJ,Newark/Essex County CoC,NJ-504,6376138,4375,2152,0.491885714,1528,1455,0.952225131
2019,NJ,"Jersey City, Bayonne/Hudson County CoC",NJ-506,7157049,2972,1082,0.364064603,496,481,0.969758065
2019,NJ,New Brunswick/Middlesex County CoC,NJ-507,3150525,713,414,0.580645161,468,454,0.97008547
2019,NJ,Monmouth County CoC,NJ-508,3525111,796,171,0.214824121,469,452,0.963752665
2019,NJ,Morris County CoC,NJ-509,1947345,764,307,0.401832461,227,214,0.942731278
2019,NJ,Lakewood Township/Ocean County CoC,NJ-510,700450,882,103,0.116780045,91,90,0.989010989
2019,NJ,Paterson/Passaic County CoC,NJ-511,4511971,1013,760,0.750246792,573,550,0.959860384
2019,NJ,Somerset County CoC,NJ-513,404421,464,227,0.489224138,98,98,1
2019,NJ,Trenton/Mercer County CoC,NJ-514,4386254,1857,586,0.315562736,721,679,0.941747573
2019,NJ,Elizabeth/Union County CoC,NJ-515,4551474,1433,603,0.420795534,546,532,0.974358974
2019,NJ,"Warren, Sussex, Hunterdon Counties CoC   ",NJ-516,1268835,920,561,0.609782609,83,83,1
2019,NM,Albuquerque CoC,NM-500,5567279,4030,908,0.225310174,1081,1037,0.959296947
2019,NM,New Mexico Balance of State CoC,NM-501,5458209,1835,765,0.416893733,605,566,0.93553719
2019,NV,Las Vegas/Clark County CoC,NV-500,13540428,8818,2713,0.307666137,1114,960,0.861759425
2019,NV,"Reno, Sparks/Washoe County CoC",NV-501,1973370,2220,704,0.317117117,480,450,0.9375
2019,NV,Nevada Balance of State CoC,NV-502,676545,534,199,0.372659176,240,233,0.970833333
2019,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,12736174,5269,2516,0.477509964,1304,1268,0.972392638
2019,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC ",NY-501,1746038,860,634,0.737209302,264,232,0.878787879
2019,NY,Albany City & County CoC,NY-503,6054612,1856,805,0.433728448,1098,1044,0.950819672
2019,NY,Cattaragus County CoC,NY-504,325404,202,80,0.396039604,62,60,0.967741935
2019,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,9755656,4170,2001,0.479856115,1248,1214,0.97275641
2019,NY,Schenectady City & County CoC,NY-507,4498061,1402,851,0.606990014,663,636,0.959276018
2019,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,12973261,4537,1889,0.416354419,986,960,0.973630832
2019,NY,Ithaca/Tompkins County CoC,NY-510,213365,678,308,0.454277286,116,107,0.922413793
2019,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,1730234,1639,850,0.518608908,459,432,0.941176471
2019,NY,Troy/Rensselaer County CoC,NY-512,3735842,861,404,0.469221835,593,566,0.954468803
2019,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,338057,253,126,0.498023715,31,31,1
2019,NY,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,254503,405,170,0.419753086,60,60,1
2019,NY,Clinton County CoC,NY-516,129549,172,140,0.813953488,101,92,0.910891089
2019,NY,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,3443985,583,363,0.622641509,542,511,0.942804428
2019,NY,"Columbia, Greene Counties CoC",NY-519,517778,23,5,0.217391304,48,45,0.9375
2019,NY,"Franklin, Essex Counties CoC",NY-520,90801,138,71,0.514492754,58,58,1
2019,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,1432375,1016,795,0.782480315,364,326,0.895604396
2019,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,1753455,510,320,0.62745098,268,257,0.958955224
2019,NY,New York Balance of State Continuum of Care,NY-525,32957,963,298,0.309449637,18,16,0.888888889
2019,NY,New York City CoC,NY-600,124630884,78519,37403,0.476356041,12394,12193,0.983782475
2019,NY,Poughkeepsie/Dutchess County CoC,NY-601,1353027,1298,398,0.306625578,251,229,0.912350598
2019,NY,"Newburgh, Middletown/Orange County CoC",NY-602,2755959,1207,715,0.592377796,294,284,0.965986395
2019,NY,"Nassau, Suffolk Counties CoC",NY-603,12225380,5639,2609,0.462670686,1901,1807,0.950552341
2019,NY,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,19556693,3080,786,0.255194805,4533,4474,0.986984337
2019,NY,Rockland County CoC,NY-606,935678,172,79,0.459302326,80,78,0.975
2019,NY,Sullivan County CoC,NY-607,265715,0,0,NA,19,19,1
2019,NY,Kingston/Ulster County CoC,NY-608,1278269,1095,640,0.584474886,202,184,0.910891089
2019,OH,Cincinnati/Hamilton County CoC,OH-500,22793209,5323,2549,0.478865302,1991,1928,0.968357609
2019,OH,Toledo/Lucas County CoC,OH-501,3781149,1429,682,0.477256823,953,927,0.972717733
2019,OH,Cleveland/Cuyahoga County CoC,OH-502,29733277,5375,2152,0.400372093,3188,3142,0.985570891
2019,OH,Columbus/Franklin County CoC,OH-503,15093005,8495,3372,0.396939376,2540,2443,0.961811024
2019,OH,Youngstown/Mahoning County CoC,OH-504,1944838,433,284,0.655889145,522,500,0.957854406
2019,OH,"Dayton, Kettering/Montgomery County CoC",OH-505,10687124,3854,1534,0.398028023,1194,1134,0.949748744
2019,OH,"Akron, Barberton/Summit County CoC",OH-506,4722195,2271,881,0.38793483,504,488,0.968253968
2019,OH,Ohio Balance of State CoC,OH-507,20720684,12487,8754,0.701049091,3286,3193,0.971698113
2019,OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,3128202,998,484,0.48496994,623,585,0.939004815
2019,OK,North Central Oklahoma CoC,OK-500,263480,491,214,0.435845214,9,9,1
2019,OK,Tulsa City & County CoC,OK-501,3150860,4847,525,0.108314421,313,298,0.952076677
2019,OK,Oklahoma City CoC,OK-502,3668978,864,422,0.488425926,536,499,0.930970149
2019,OK,Oklahoma Balance of State CoC,OK-503,578604,62,36,0.580645161,43,43,1
2019,OK,Norman/Cleveland County CoC,OK-504,426422,308,22,0.071428571,84,82,0.976190476
2019,OK,Northeast Oklahoma CoC,OK-505,381431,609,216,0.354679803,40,30,0.75
2019,OK,Southwest Oklahoma Regional CoC,OK-506,122534,196,60,0.306122449,8,8,1
2019,OK,Southeastern Oklahoma Regional CoC,OK-507,135511,634,418,0.659305994,43,40,0.930232558
2019,OR,"Eugene, Springfield/Lane County CoC",OR-500,3735118,2484,511,0.205716586,581,554,0.953528399
2019,OR,"Portland, Gresham/Multnomah County CoC",OR-501,25584408,6221,3166,0.508921395,4407,4244,0.963013388
2019,OR,"Medford, Ashland/Jackson County CoC",OR-502,248461,787,449,0.570520966,222,199,0.896396396
2019,OR,Central Oregon CoC,OR-503,668408,1077,346,0.321262767,13,13,1
2019,OR,"Salem/Marion, Polk Counties CoC",OR-504,0,485,385,0.793814433,87,74,0.850574713
2019,OR,Oregon Balance of State CoC,OR-505,3343537,2526,1232,0.487727633,249,244,0.979919679
2019,OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,3914303,1234,409,0.331442464,509,494,0.970530452
2019,OR,Clackamas County CoC,OR-507,2503318,1275,258,0.202352941,344,329,0.956395349
2019,PA,Philadelphia CoC,PA-500,33751218,10303,2672,0.259341939,3982,3834,0.962832747
2019,PA,Harrisburg/Dauphin County CoC,PA-501,1790241,365,175,0.479452055,118,113,0.957627119
2019,PA,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,5161013,1268,666,0.525236593,303,299,0.98679868
2019,PA,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,4234949,975,566,0.580512821,352,344,0.977272727
2019,PA,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,3325998,634,387,0.610410095,227,211,0.929515419
2019,PA,Chester County CoC,PA-505,1686204,995,624,0.627135678,233,233,1
2019,PA,Reading/Berks County CoC,PA-506,3156551,1494,569,0.38085676,300,285,0.95
2019,PA,Scranton/Lackawanna County CoC,PA-508,2887145,711,415,0.583684951,178,173,0.971910112
2019,PA,Eastern Pennsylvania CoC,PA-509,14065097,4239,2639,0.622552489,1066,1025,0.961538462
2019,PA,Lancaster City & County CoC,PA-510,2321243,413,315,0.762711864,136,131,0.963235294
2019,PA,"Bristol, Bensalem/Bucks County CoC",PA-511,1236684,705,363,0.514893617,118,110,0.93220339
2019,PA,York City & County CoC,PA-512,1727758,1467,641,0.436946149,172,168,0.976744186
2019,PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,20784347,3329,1852,0.55632322,2308,2236,0.968804159
2019,PA,Western Pennsylvania CoC,PA-601,11021412,1957,1380,0.705160961,1043,1008,0.966442953
2019,PA,Beaver County CoC,PA-603,1859523,775,339,0.437419355,223,213,0.955156951
2019,PA,Erie City & County CoC,PA-605,2304738,1559,742,0.475946119,438,410,0.936073059
2019,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,13528049,1022,494,0.483365949,1480,1432,0.967567568
2019,PR,South-Southeast Puerto Rico CoC,PR-503,6874505,697,504,0.723098996,563,527,0.936056838
2019,RI,Rhode Island Statewide CoC,RI-500,7664476,2143,1082,0.504899673,1582,1542,0.97471555
2019,SC,Charleston/Low Country CoC,SC-500,2041163,1109,497,0.448151488,95,93,0.978947368
2019,SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,3179446,1105,538,0.486877828,253,248,0.980237154
2019,SC,Columbia/Midlands CoC,SC-502,3266455,2787,865,0.310369573,724,711,0.982044199
2019,SC,"Myrtle Beach, Sumter City & County CoC",SC-503,2399428,1866,829,0.444265809,502,474,0.944223108
2019,SD,South Dakota Statewide CoC,SD-500,1402574,2280,996,0.436842105,251,231,0.920318725
2019,TN,Chattanooga/Southeast Tennessee CoC,TN-500,2615953,2465,480,0.194726166,511,502,0.982387476
2019,TN,Memphis/Shelby County CoC,TN-501,6916270,3124,1702,0.544814341,995,934,0.938693467
2019,TN,Knoxville/Knox County CoC,TN-502,1379782,1136,880,0.774647887,375,328,0.874666667
2019,TN,Central Tennessee CoC,TN-503,1931293,985,441,0.447715736,42,37,0.880952381
2019,TN,Nashville-Davidson County CoC,TN-504,3925354,855,574,0.671345029,1614,1449,0.897769517
2019,TN,Upper Cumberland CoC,TN-506,761972,712,176,0.247191011,93,85,0.913978495
2019,TN,Jackson/West Tennessee CoC,TN-507,1674735,288,275,0.954861111,358,351,0.980446927
2019,TN,Appalachian Regional CoC,TN-509,1631358,1314,460,0.350076104,231,218,0.943722944
2019,TN,Murfreesboro/Rutherford County CoC,TN-510,656875,562,114,0.202846975,45,31,0.688888889
2019,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,607384,496,228,0.459677419,14,13,0.928571429
2019,TX,San Antonio/Bexar County CoC,TX-500,9935694,4632,1928,0.416234888,1910,1789,0.936649215
2019,TX,Austin/Travis County CoC,TX-503,10383512,3783,1136,0.300290775,1327,1289,0.971363979
2019,TX,"Dallas City & County, Irving CoC",TX-600,17036008,8719,1623,0.1861452,3860,3442,0.891709845
2019,TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,13604830,1799,836,0.464702613,1814,1629,0.898015436
2019,TX,El Paso City & County CoC,TX-603,3028383,2375,1371,0.577263158,260,227,0.873076923
2019,TX,Waco/McLennan County CoC,TX-604,1034214,697,84,0.120516499,76,73,0.960526316
2019,TX,Texas Balance of State CoC,TX-607,10108120,17985,5854,0.325493467,296,282,0.952702703
2019,TX,Amarillo CoC,TX-611,585037,1280,174,0.1359375,230,201,0.873913043
